order_num_clean,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,total_cost,profit,profit_margin_clean,state,state_name,us_region,lat,lon,budget,order_year,order_quarter,quarter_label,order_month,order_month_name,order_month_num,is_weekend,gross_profit_ratio,cost_ratio,revenue_per_unit,profit_per_unit,revenue_tier,margin_tier,price_tier,customer_segment,budget_flag,budget_variance,budget_variance_pct
SO - 0007244,03-04-2014,Actavis Company,Wholesale,Product 26,11,1862.6,20488.6,745.04,8195.44,12293.16,60,MA,Massachusetts,Northeast,42.20668,-70.94585,,2014,2,Q2,2014-04,April,4,0,0.6,0.4,1862.6,1117.56,Large ($15K-$30K),Premium (>55%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0009280,03-04-2014,Aldi Ltd,Distributor,Product 4,8,1078.7,8629.6,442.267,3538.136,5091.464,59,CA,California,West,33.88835,-118.30896,,2014,2,Q2,2014-04,April,4,0,0.59,0.41,1078.7,636.43,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0008732,03-04-2014,Flipbug Ltd,Wholesale,Product 26,7,268,1876,182.24,1275.68,600.32,32,CA,California,West,33.96168,-118.35313,,2014,2,Q2,2014-04,April,4,0,0.32,0.68,268,85.76,Small (<$5K),Medium (26-40%),Budget (<$500),Top 20% (VIP),No Budget,,
SO - 0002623,03-04-2014,Browsetype Corp,Export,Product 14,9,1869.3,16823.7,1177.659,10598.931,6224.769,37,CA,California,West,37.59583,-122.01917,,2014,2,Q2,2014-04,April,4,0,0.37,0.63,1869.3,691.64,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0003203,03-04-2014,Quimm Company,Wholesale,Product 14,11,2338.3,25721.3,1964.172,21605.892,4115.408,16,NC,North Carolina,South,36.07264,-79.79198,,2014,2,Q2,2014-04,April,4,0,0.16,0.84,2338.3,374.13,Large ($15K-$30K),Low (<=25%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0004707,03-04-2014,Pfizer Corp,Export,Product 14,9,1085.4,9768.6,716.364,6447.276,3321.324,34,IN,Indiana,Midwest,40.10532,-85.68025,,2014,2,Q2,2014-04,April,4,0,0.34,0.66,1085.4,369.04,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0005530,03-04-2014,Kazu Corp,Wholesale,Product 19,10,1092.1,10921,556.971,5569.71,5351.29,49,CA,California,West,37.9577,-121.29078,,2014,2,Q2,2014-04,April,4,0,0.49,0.51,1092.1,535.13,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0006834,03-04-2014,Cadila Ltd,Wholesale,Product 26,8,3859.2,30873.6,2431.296,19450.368,11423.232,37,IN,Indiana,Midwest,40.48643,-86.1336,,2014,2,Q2,2014-04,April,4,0,0.37,0.63,3859.2,1427.9,Very Large ($30K-$57K),Medium (26-40%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0010001,03-04-2014,Twinte Group,Wholesale,Product 26,8,3899.4,31195.2,2573.604,20588.832,10606.368,34,IA,Iowa,Midwest,41.57259,-93.61024,,2014,2,Q2,2014-04,April,4,0,0.34,0.66,3899.4,1325.8,Very Large ($30K-$57K),Medium (26-40%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0002702,03-04-2014,Janyx Group,Wholesale,Product 6,10,1092.1,10921,491.445,4914.45,6006.55,55,TN,Tennessee,South,35.14953,-90.04898,,2014,2,Q2,2014-04,April,4,0,0.55,0.45,1092.1,600.66,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0004595,03-04-2014,Zooxo Ltd,Distributor,Product 1,5,1936.3,9681.5,793.883,3969.415,5712.085,59,NV,Nevada,West,39.53491,-119.75269,,2014,2,Q2,2014-04,April,4,0,0.59,0.41,1936.3,1142.42,Medium ($5K-$15K),Premium (>55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0004640,03-04-2014,Shuffledri Group,Wholesale,Product 26,10,3986.5,39865,2511.495,25114.95,14750.05,37,CA,California,West,33.96816,-118.24467,,2014,2,Q2,2014-04,April,4,0,0.37,0.63,3986.5,1475,Very Large ($30K-$57K),Medium (26-40%),High-End ($3K-$5K),Top 20% (VIP),No Budget,,
SO - 0006065,03-04-2014,Zava Group,Wholesale,Product 17,6,6277.9,37667.4,4959.541,29757.246,7910.154,21,FL,Florida,South,26.64063,-81.87231,,2014,2,Q2,2014-04,April,4,0,0.21,0.79,6277.9,1318.36,Very Large ($30K-$57K),Low (<=25%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0007336,03-04-2014,Holston Company,Distributor,Product 25,11,1125.6,12381.6,619.08,6809.88,5571.72,45,CT,Connecticut,Northeast,41.18454,-73.13317,,2014,2,Q2,2014-04,April,4,0,0.45,0.55,1125.6,506.52,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0007969,03-04-2014,NCS Group,Wholesale,Product 2,9,1876,16884,1331.96,11987.64,4896.36,29,CA,California,West,37.36883,-122.03635,,2014,2,Q2,2014-04,April,4,0,0.29,0.71,1876,544.04,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0008080,03-04-2014,Quimm Company,Wholesale,Product 5,7,964.8,6753.6,492.048,3444.336,3309.264,49,OK,Oklahoma,South,35.46708,-97.51366,,2014,2,Q2,2014-04,April,4,0,0.49,0.51,964.8,472.75,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0010329,03-04-2014,NARS Group,Export,Product 3,6,864.3,5185.8,726.012,4356.072,829.728,16,WY,Wyoming,West,42.86663,-106.31308,,2014,2,Q2,2014-04,April,4,0,0.16,0.84,864.3,138.29,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0010374,03-04-2014,Aromaticos Company,Wholesale,Product 4,5,1038.5,5192.5,488.095,2440.475,2752.025,53,PA,Pennsylvania,Northeast,40.12364,-74.86738,,2014,2,Q2,2014-04,April,4,0,0.53,0.47,1038.5,550.4,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0000265,03-04-2014,Centizu Company,Wholesale,Product 4,10,1038.5,10385,758.105,7581.05,2803.95,27,PA,Pennsylvania,Northeast,40.12364,-74.86738,,2014,2,Q2,2014-04,April,4,0,0.27,0.73,1038.5,280.4,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0001923,03-04-2014,SAFEWAY Ltd,Distributor,Product 25,12,6344.9,76138.8,3806.94,45683.28,30455.52,40,FL,Florida,South,26.14036,-80.21338,,2014,2,Q2,2014-04,April,4,0,0.4,0.6,6344.9,2537.96,Enterprise ($57K+),Medium (26-40%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0003530,03-04-2014,Natures Group,Wholesale,Product 2,12,214.4,2572.8,175.808,2109.696,463.104,18,MI,Michigan,Midwest,42.33698,-83.27326,,2014,2,Q2,2014-04,April,4,0,0.18,0.82,214.4,38.59,Small (<$5K),Low (<=25%),Budget (<$500),Bottom 50% (Low),No Budget,,
SO - 0005787,03-04-2014,Revitol Company,Wholesale,Product 17,6,2003.3,12019.8,1121.848,6731.088,5288.712,44,WI,Wisconsin,Midwest,43.07305,-89.40123,,2014,2,Q2,2014-04,April,4,0,0.44,0.56,2003.3,881.45,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0007303,03-04-2014,Mita Corp,Distributor,Product 5,12,3276.3,39315.6,1998.543,23982.516,15333.084,39,NY,New York,Northeast,41.05369,-73.94809,,2014,2,Q2,2014-04,April,4,0,0.39,0.61,3276.3,1277.76,Very Large ($30K-$57K),Medium (26-40%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0008024,03-04-2014,Realbridge Corp,Wholesale,Product 26,7,1132.3,7926.1,690.703,4834.921,3091.179,39,IL,Illinois,Midwest,42.24868,-89.07452,,2014,2,Q2,2014-04,April,4,0,0.39,0.61,1132.3,441.6,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0008150,03-04-2014,MEIJER Corp,Distributor,Product 13,10,2619.7,26197,1938.578,19385.78,6811.22,26,MA,Massachusetts,Northeast,42.40843,-71.01199,,2014,2,Q2,2014-04,April,4,0,0.26,0.74,2619.7,681.12,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0010036,03-04-2014,Mydeo Ltd,Wholesale,Product 16,5,1005,5025,592.95,2964.75,2060.25,41,CA,California,West,33.93196,-117.94617,,2014,2,Q2,2014-04,April,4,0,0.41,0.59,1005,412.05,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0010768,03-04-2014,Vitz Company,Wholesale,Product 14,9,1085.4,9768.6,835.758,7521.822,2246.778,23,LA,Louisiana,South,32.46688,-93.79219,,2014,2,Q2,2014-04,April,4,0,0.23,0.77,1085.4,249.64,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0009648,03-04-2014,Realcube Company,Wholesale,Product 2,10,1078.7,10787,431.48,4314.8,6472.2,60,VA,Virginia,South,38.84039,-77.42888,,2014,2,Q2,2014-04,April,4,0,0.6,0.4,1078.7,647.22,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0003809,03-04-2014,Vinte Group,Export,Product 21,8,897.8,7182.4,664.372,5314.976,1867.424,26,TN,Tennessee,South,35.14953,-90.04898,,2014,2,Q2,2014-04,April,4,0,0.26,0.74,897.8,233.43,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0003816,03-04-2014,Vimbo Company,Wholesale,Product 16,10,3912.8,39128,1799.888,17998.88,21129.12,54,CA,California,West,33.95333,-117.39611,,2014,2,Q2,2014-04,April,4,0,0.54,0.46,3912.8,2112.91,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Top 20% (VIP),No Budget,,
SO - 0004735,03-04-2014,Zava Group,Export,Product 15,9,850.9,7658.1,485.013,4365.117,3292.983,43,OH,Ohio,Midwest,39.75895,-84.19161,,2014,2,Q2,2014-04,April,4,0,0.43,0.57,850.9,365.89,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0005263,03-04-2014,Bath Group,Wholesale,Product 2,6,1943,11658,1515.54,9093.24,2564.76,22,CO,Colorado,West,40.01499,-105.27055,,2014,2,Q2,2014-04,April,4,0,0.22,0.78,1943,427.46,Medium ($5K-$15K),Low (<=25%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0007771,03-04-2014,Shuffledri Group,Distributor,Product 26,8,2211,17688,1083.39,8667.12,9020.88,51,CA,California,West,33.74585,-117.82617,,2014,2,Q2,2014-04,April,4,0,0.51,0.49,2211,1127.61,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0010305,03-04-2014,Terumo Corp,Wholesale,Product 1,5,5621.3,28106.5,3260.354,16301.77,11804.73,42,OH,Ohio,Midwest,41.45282,-82.18237,,2014,2,Q2,2014-04,April,4,0,0.42,0.58,5621.3,2360.95,Large ($15K-$30K),High (41-55%),Luxury (>$5K),Top 20% (VIP),No Budget,,
SO - 0008105,03-04-2014,Sanum-Kehl Group,Export,Product 26,9,1802.3,16220.7,1153.472,10381.248,5839.452,36,CA,California,West,38.58907,-121.30273,,2014,2,Q2,2014-04,April,4,0,0.36,0.64,1802.3,648.83,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0010357,03-04-2014,Unit Ltd,Distributor,Product 19,9,2539.3,22853.7,1472.794,13255.146,9598.554,42,MN,Minnesota,Midwest,44.88969,-93.34995,,2014,2,Q2,2014-04,April,4,0,0.42,0.58,2539.3,1066.51,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0001224,03-04-2014,Quaxo Ltd,Wholesale,Product 14,8,2492.4,19939.2,1370.82,10966.56,8972.64,45,NJ,New Jersey,Northeast,40.18205,-74.19852,,2014,2,Q2,2014-04,April,4,0,0.45,0.55,2492.4,1121.58,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0003457,03-04-2014,H Ltd,Wholesale,Product 26,11,5366.7,59033.7,4239.693,46636.623,12397.077,21,LA,Louisiana,South,30.45075,-91.15455,,2014,2,Q2,2014-04,April,4,0,0.21,0.79,5366.7,1127.01,Enterprise ($57K+),Low (<=25%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0003523,03-04-2014,Realcube Company,Export,Product 2,5,871,4355,531.31,2656.55,1698.45,39,MD,Maryland,South,38.98067,-77.10026,,2014,2,Q2,2014-04,April,4,0,0.39,0.61,871,339.69,Small (<$5K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0006450,03-04-2014,Twitterbri Ltd,Wholesale,Product 1,5,2572.8,12864,1569.408,7847.04,5016.96,39,NY,New York,Northeast,40.64092,-73.31669,,2014,2,Q2,2014-04,April,4,0,0.39,0.61,2572.8,1003.39,Medium ($5K-$15K),Medium (26-40%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0008060,03-04-2014,Browsebug Company,Wholesale,Product 15,8,1065.3,8522.4,617.874,4942.992,3579.408,42,MI,Michigan,Midwest,42.29171,-85.58723,,2014,2,Q2,2014-04,April,4,0,0.42,0.58,1065.3,447.43,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0008538,03-04-2014,Camido Company,Wholesale,Product 13,12,4006.6,48079.2,1682.772,20193.264,27885.936,58,ID,Idaho,West,43.6135,-116.20345,,2014,2,Q2,2014-04,April,4,0,0.58,0.42,4006.6,2323.83,Very Large ($30K-$57K),Premium (>55%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0008918,03-04-2014,Bluezoom Group,Distributor,Product 1,8,1025.1,8200.8,563.805,4510.44,3690.36,45,MN,Minnesota,Midwest,44.73191,-93.21772,,2014,2,Q2,2014-04,April,4,0,0.45,0.55,1025.1,461.29,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0000336,04-04-2014,Unit Ltd,Distributor,Product 4,8,6378.4,51027.2,2806.496,22451.968,28575.232,56,CA,California,West,33.89585,-118.22007,,2014,2,Q2,2014-04,April,4,0,0.56,0.44,6378.4,3571.9,Very Large ($30K-$57K),Premium (>55%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0002090,04-04-2014,Cantrell Company,Wholesale,Product 5,8,1018.4,8147.2,712.88,5703.04,2444.16,30,IL,Illinois,Midwest,41.59381,-88.19968,,2014,2,Q2,2014-04,April,4,0,0.3,0.7,1018.4,305.52,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0008263,04-04-2014,Blogtags Ltd,Export,Product 28,8,6318.1,50544.8,4738.575,37908.6,12636.2,25,KS,Kansas,Midwest,39.04167,-94.72024,,2014,2,Q2,2014-04,April,4,0,0.25,0.75,6318.1,1579.52,Very Large ($30K-$57K),Low (<=25%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0010276,04-04-2014,Twinte Group,Wholesale,Product 8,5,1902.8,9514,932.372,4661.86,4852.14,51,FL,Florida,South,25.77288,-80.34783,,2014,2,Q2,2014-04,April,4,0,0.51,0.49,1902.8,970.43,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0010249,04-04-2014,Ozu Ltd,Distributor,Product 26,10,3886,38860,2914.5,29145,9715,25,TX,Texas,South,31.09823,-97.34278,,2014,2,Q2,2014-04,April,4,0,0.25,0.75,3886,971.5,Very Large ($30K-$57K),Low (<=25%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0000901,04-04-2014,Kare Corp,Distributor,Product 6,8,1118.9,8951.2,469.938,3759.504,5191.696,58,IL,Illinois,Midwest,40.47578,-88.96991,,2014,2,Q2,2014-04,April,4,0,0.58,0.42,1118.9,648.96,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0010708,04-04-2014,Golden Corp,Wholesale,Product 30,8,5152.3,41218.4,2576.15,20609.2,20609.2,50,GA,Georgia,South,32.08354,-81.09983,,2014,2,Q2,2014-04,April,4,0,0.5,0.5,5152.3,2576.15,Very Large ($30K-$57K),High (41-55%),Luxury (>$5K),Top 20% (VIP),No Budget,,
SO - 0003750,04-04-2014,The Ltd,Wholesale,Product 23,7,1728.6,12100.2,1175.448,8228.136,3872.064,32,WA,Washington,West,47.48288,-122.21707,,2014,2,Q2,2014-04,April,4,0,0.32,0.68,1728.6,553.15,Medium ($5K-$15K),Medium (26-40%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0005034,04-04-2014,Centizu Company,Wholesale,Product 4,7,5822.3,40756.1,4541.394,31789.758,8966.342,22,MA,Massachusetts,Northeast,42.40843,-71.01199,,2014,2,Q2,2014-04,April,4,0,0.22,0.78,5822.3,1280.91,Very Large ($30K-$57K),Low (<=25%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0007276,04-04-2014,Aibox Company,Export,Product 14,7,1755.4,12287.8,1298.996,9092.972,3194.828,26,NY,New York,Northeast,40.70621,-73.61874,,2014,2,Q2,2014-04,April,4,0,0.26,0.74,1755.4,456.4,Medium ($5K-$15K),Medium (26-40%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0008090,04-04-2014,Cadila Ltd,Wholesale,Product 25,10,1072,10720,804,8040,2680,25,OH,Ohio,Midwest,39.16502,-84.64162,,2014,2,Q2,2014-04,April,4,0,0.25,0.75,1072,268,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0008939,04-04-2014,Voolia Ltd,Wholesale,Product 4,5,3718.5,18592.5,2751.69,13758.45,4834.05,26,MA,Massachusetts,Northeast,42.63342,-71.31617,,2014,2,Q2,2014-04,April,4,0,0.26,0.74,3718.5,966.81,Large ($15K-$30K),Medium (26-40%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0000608,04-04-2014,Chatterbri Ltd,Wholesale,Product 3,12,1025.1,12301.2,686.817,8241.804,4059.396,33,MA,Massachusetts,Northeast,42.40843,-71.01199,,2014,2,Q2,2014-04,April,4,0,0.33,0.67,1025.1,338.28,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0000699,04-04-2014,SAFEWAY Ltd,Distributor,Product 25,5,1025.1,5125.5,850.833,4254.165,871.335,17,OR,Oregon,West,45.49428,-122.86705,,2014,2,Q2,2014-04,April,4,0,0.17,0.83,1025.1,174.27,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0001279,04-04-2014,Yodoo Ltd,Wholesale,Product 5,9,5936.2,53425.8,3264.91,29384.19,24041.61,45,NC,North Carolina,South,34.22573,-77.94471,,2014,2,Q2,2014-04,April,4,0,0.45,0.55,5936.2,2671.29,Very Large ($30K-$57K),High (41-55%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0005740,04-04-2014,Tambee Company,Export,Product 17,11,2311.5,25426.5,1502.475,16527.225,8899.275,35,VA,Virginia,South,38.63706,-77.31109,,2014,2,Q2,2014-04,April,4,0,0.35,0.65,2311.5,809.02,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0006374,04-04-2014,Aimbo Corp,Wholesale,Product 20,8,1125.6,9004.8,855.456,6843.648,2161.152,24,IN,Indiana,Midwest,39.96548,-86.14837,,2014,2,Q2,2014-04,April,4,0,0.24,0.76,1125.6,270.14,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0009985,04-04-2014,Walgreen Corp,Wholesale,Product 9,5,6425.3,32126.5,3662.421,18312.105,13814.395,43,WA,Washington,West,46.23958,-119.10057,,2014,2,Q2,2014-04,April,4,0,0.43,0.57,6425.3,2762.88,Very Large ($30K-$57K),High (41-55%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0000107,04-04-2014,Snaptags Ltd,Distributor,Product 22,10,1192.6,11926,536.67,5366.7,6559.3,55,NC,North Carolina,South,35.98115,-78.90293,,2014,2,Q2,2014-04,April,4,0,0.55,0.45,1192.6,655.93,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0000755,04-04-2014,Tambee Company,Wholesale,Product 2,8,5587.8,44702.4,3967.338,31738.704,12963.696,29,OH,Ohio,Midwest,41.40477,-81.72291,,2014,2,Q2,2014-04,April,4,0,0.29,0.71,5587.8,1620.46,Very Large ($30K-$57K),Medium (26-40%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0002179,04-04-2014,Fred's Company,Export,Product 26,5,1058.6,5293,465.784,2328.92,2964.08,56,NY,New York,Northeast,43.1787,-76.19211,,2014,2,Q2,2014-04,April,4,0,0.56,0.44,1058.6,592.82,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0002297,04-04-2014,Arbor Company,Wholesale,Product 27,5,1788.9,8944.5,1377.453,6887.265,2057.235,23,AZ,Arizona,West,33.50921,-111.89903,,2014,2,Q2,2014-04,April,4,0,0.23,0.77,1788.9,411.45,Medium ($5K-$15K),Low (<=25%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0004235,04-04-2014,SAFEWAY Ltd,Wholesale,Product 8,9,4006.6,36059.4,1802.97,16226.73,19832.67,55,CA,California,West,37.33939,-121.89496,,2014,2,Q2,2014-04,April,4,0,0.55,0.45,4006.6,2203.63,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0006773,04-04-2014,Aimbo Corp,Wholesale,Product 4,7,3041.8,21292.6,2555.112,17885.784,3406.816,16,ID,Idaho,West,43.46658,-112.03414,,2014,2,Q2,2014-04,April,4,0,0.16,0.84,3041.8,486.69,Large ($15K-$30K),Low (<=25%),High-End ($3K-$5K),Top 20% (VIP),No Budget,,
SO - 0007027,04-04-2014,US Ltd,Wholesale,Product 25,12,2465.6,29587.2,1799.888,21598.656,7988.544,27,NY,New York,Northeast,40.93121,-73.89875,,2014,2,Q2,2014-04,April,4,0,0.27,0.73,2465.6,665.71,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0007393,04-04-2014,Skyble Corp,Export,Product 24,8,1051.9,8415.2,704.773,5638.184,2777.016,33,NY,New York,Northeast,42.12662,-76.03324,,2014,2,Q2,2014-04,April,4,0,0.33,0.67,1051.9,347.13,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0007627,04-04-2014,Realbridge Corp,Wholesale,Product 19,10,891.1,8911,623.77,6237.7,2673.3,30,NJ,New Jersey,Northeast,40.72386,-74.23252,,2014,2,Q2,2014-04,April,4,0,0.3,0.7,891.1,267.33,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0010243,04-04-2014,Neutrogena Ltd,Wholesale,Product 26,11,1199.3,13192.3,515.699,5672.689,7519.611,57,TX,Texas,South,33.0379,-97.11287,,2014,2,Q2,2014-04,April,4,0,0.57,0.43,1199.3,683.6,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0008103,04-04-2014,Centizu Company,Wholesale,Product 1,10,1045.2,10452,480.792,4807.92,5644.08,54,IL,Illinois,Midwest,41.60156,-87.73503,,2014,2,Q2,2014-04,April,4,0,0.54,0.46,1045.2,564.41,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0000237,04-04-2014,Aimbo Corp,Wholesale,Product 13,10,1721.9,17219,1084.797,10847.97,6371.03,37,OH,Ohio,Midwest,39.69599,-84.15044,,2014,2,Q2,2014-04,April,4,0,0.37,0.63,1721.9,637.1,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0000522,04-04-2014,Arbor Company,Wholesale,Product 26,8,1125.6,9004.8,731.64,5853.12,3151.68,35,CO,Colorado,West,38.83388,-104.82136,,2014,2,Q2,2014-04,April,4,0,0.35,0.65,1125.6,393.96,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0001398,04-04-2014,Muxo Group,Wholesale,Product 12,12,1011.7,12140.4,435.031,5220.372,6920.028,57,NY,New York,Northeast,42.12662,-76.03324,,2014,2,Q2,2014-04,April,4,0,0.57,0.43,1011.7,576.67,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0001893,04-04-2014,Holston Company,Wholesale,Product 27,5,3999.9,19999.5,1679.958,8399.79,11599.71,58,IN,Indiana,Midwest,39.16533,-86.52639,,2014,2,Q2,2014-04,April,4,0,0.58,0.42,3999.9,2319.94,Large ($15K-$30K),Premium (>55%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0002636,04-04-2014,Brightdog Corp,Wholesale,Product 19,9,1809,16281,1139.67,10257.03,6023.97,37,MA,Massachusetts,Northeast,42.26259,-71.80229,,2014,2,Q2,2014-04,April,4,0,0.37,0.63,1809,669.33,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0003650,04-04-2014,SAFEWAY Ltd,Distributor,Product 20,9,3832.4,34491.6,2376.088,21384.792,13106.808,38,CA,California,West,38.10742,-122.5697,,2014,2,Q2,2014-04,April,4,0,0.38,0.62,3832.4,1456.31,Very Large ($30K-$57K),Medium (26-40%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0004027,04-04-2014,Oba Company,Wholesale,Product 26,12,3082,36984,2342.32,28107.84,8876.16,24,MD,Maryland,South,39.07955,-77.07303,,2014,2,Q2,2014-04,April,4,0,0.24,0.76,3082,739.68,Very Large ($30K-$57K),Low (<=25%),High-End ($3K-$5K),Top 20% (VIP),No Budget,,
SO - 0005060,04-04-2014,Realpoint Corp,Wholesale,Product 13,5,3892.7,19463.5,2102.058,10510.29,8953.21,46,OH,Ohio,Midwest,41.36838,-82.10765,,2014,2,Q2,2014-04,April,4,0,0.46,0.54,3892.7,1790.64,Large ($15K-$30K),High (41-55%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
